             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
       3200935_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200936_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200937_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200938_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200939_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200940_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200941_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200942_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200943_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200987_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201145_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201146_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201147_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200944_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200945_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200946_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200947_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200948_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200949_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200950_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200951_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200952_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200953_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200954_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200955_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200956_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200957_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200958_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200959_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200960_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200961_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200962_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200963_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200964_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200965_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200966_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200967_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200968_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200969_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200970_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200971_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200972_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200973_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200974_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200975_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200976_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200977_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200978_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200979_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200980_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200981_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200982_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200983_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200984_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200985_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200986_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200988_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200989_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200990_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200991_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200992_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200993_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200994_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200995_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200996_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200997_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200998_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3200999_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201000_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201001_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201002_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201003_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201004_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201005_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201006_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201007_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201008_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201009_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201010_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201011_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201012_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201013_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201014_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201015_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201016_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201017_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201018_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201019_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201020_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201021_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201022_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201023_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201024_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201025_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201026_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201027_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201028_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201029_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201030_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201031_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201032_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201033_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201034_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201035_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201036_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201037_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201038_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201039_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201040_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201041_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201042_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201043_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201044_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201045_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201046_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201047_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201048_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201049_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201050_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201051_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201052_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201053_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201054_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201055_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201056_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201057_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201058_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201059_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201060_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201061_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201062_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201063_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201064_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201065_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201066_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201067_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201068_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201069_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201070_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201071_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201072_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201073_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201074_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201075_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201076_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201077_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201078_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201079_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201080_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201081_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201082_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201083_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201084_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201085_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201086_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201087_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201088_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201089_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201090_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201091_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201092_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201093_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201094_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201095_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201096_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201097_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201098_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201099_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201100_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201101_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201102_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201103_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201104_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201105_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201106_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201107_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201108_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201109_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201110_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201111_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201112_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201113_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201114_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201115_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201116_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201117_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201118_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201119_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201120_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201121_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201122_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201123_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201124_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201125_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201126_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201127_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201128_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201129_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201130_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201131_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201132_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201133_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201134_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201135_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201136_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
       3201137_[0]      CPUQ arrayJob    erihe PD       0:00      1 (Priority)
